gene	log2FoldChange
Snx1	0.046493957
CG1983	0.046527725
mir-971	0.04690793
usp	0.046915507
CG5080	0.046954289
CG3552	0.046968779
Jheh3	0.046969382
CG7849	0.047045562
colt	0.047162664
CG34208	0.047275876
Hira	0.047299808
Mdr65	0.047310343
Ubi-p63E	0.047418064
udd	0.047529189
Mlf	0.047565687
CR44417	0.047578221
nct	0.047588049
Kr-h2	0.047611192
CG34149	0.047686261
msk	0.047693322
CG6364	0.047710424
Pmp70	0.047723849
muc	0.04780963
lic	0.047811039
Su(var)205	0.047864901
CG33523	0.047896685
Mer	0.047921374
CG11279	0.04794167
CG12264	0.047951272
Ns1	0.047955098
CG17159	0.048072889
CG17162	0.048072889
CG1518	0.048102955
CR45910	0.048314769
Gmd	0.048320395
Tom7	0.048353303
tank	0.048389686
Efr	0.048557294
Clamp	0.048592976
Art4	0.048616243
CR44603	0.048678741
CG43078	0.048878349
mRpS24	0.048916754
Sema5c	0.048941398
Wdr62	0.04900179
Drep2	0.049059967
pr	0.04906155
CG5191	0.04906712
RpS19a	0.049075738
corto	0.049092704
CG8248	0.049266073
CG11665	0.049269355
Rbp6	0.049269851
CG31360	0.049298371
snmRNA:641	0.049300296
CG42516	0.049330418
Mal-B2	0.049382907
CR43730	0.049393655
Ada3	0.049497319
CR43849	0.049505294
CG34353	0.049558966
CG13631	0.04957199
Bap55	0.049653032
CG4467	0.049819356
CG9948	0.049845226
pkaap	0.049857076
TH1	0.049871914
CG43427	0.050048819
aralar1	0.050121882
CG15385	0.050217406
Tim23	0.050271289
CG7630	0.050282493
Dcp-1	0.050380714
RagC-D	0.050419009
CG9297	0.050485038
CG12672	0.050552791
CG8675	0.050652338
CG4896	0.050665702
so	0.050683131
EndoG	0.050788057
CG4306	0.050829685
Arfip	0.050857605
Pex13	0.050859843
CoRest	0.051010794
CG32645	0.051126568
sip3	0.051199635
hyx	0.051213941
TBCC	0.051220469
APP-BP1	0.051279092
Uba2	0.051296347
Slob	0.051364242
FBXO11	0.051453503
PP2A-B'	0.051472594
Gp93	0.051477869
htk	0.051519705
CG12071	0.051521567
AstC	0.051527748
CG31751	0.051531543
CG3407	0.051663882
Cyp305a1	0.051694109
AhcyL1	0.051795645
CG7185	0.051878754
CG34159	0.051896464
CR45621	0.051993125
CG34200	0.052010927
CG42588	0.052021458
CG5953	0.052138941
Ent1	0.05220926
CG12081	0.052214289
CG6340	0.05222803
key	0.052251774
snoRNA:Psi18S-1086	0.052258982
CG34039	0.0524343
GstD8	0.052472412
gdl	0.052473183
CG7049	0.052545672
e(y)1	0.052707823
Rpn6	0.05272112
CG30172	0.052769858
Tsp86D	0.052810086
hiw	0.052868984
CG4975	0.052919287
Tdc2	0.052939452
bif	0.052956315
CG31469	0.053036582
CG17493	0.053091853
CG15717	0.053092462
CG40498	0.05314376
ci	0.053216721
qsm	0.053238321
veli	0.05328701
CG7841	0.053303491
gro	0.053309784
Rph	0.053342048
Su(var)2-HP2	0.053385808
CG11447	0.053469973
pen-2	0.053503936
CG5861	0.053522552
Rassf	0.053616158
pgant3	0.053645271
CG13506	0.053705647
asrij	0.05372046
Vps36	0.053746477
dod	0.053760542
CG34135	0.053805634
CG42495	0.053822682
CG9922	0.053842748
CG8311	0.054030641
Set1	0.05404705
mRpL12	0.054173455
CG31140	0.054176361
und	0.05423058
CG5934	0.05432778
Drep3	0.054377581
WASp	0.054391121
mei-S332	0.054539737
VhaSFD	0.054579898
Wdr82	0.054779586
CG9780	0.054786778
Jarid2	0.054842742
Fak	0.054895384
CG5493	0.054905797
CR46204	0.054960756
CG7718	0.055007996
Nost	0.0550603
l(2)05714	0.055090923
mRpS34	0.055154361
Ext2	0.055166195
wisp	0.055169924
Miga	0.055203637
CG33181	0.055350733
Ilk	0.055352532
IntS6	0.055421606
CG6847	0.055444916
MFS17	0.055446162
mbc	0.055499435
CG31760	0.055505025
mbl	0.055614709
CG10311	0.055746719
CG17127	0.055867204
sowah	0.055872781
CG34250	0.055892815
Vha16-1	0.055909581
hyd	0.05595695
CG3191	0.055964643
ttm50	0.055975947
Nrx-1	0.056036777
Sbf	0.056057148
mRpL32	0.056069154
CG32267	0.056260625
Sr-CI	0.056266155
sicily	0.056276449
CG18596	0.056323926
Moe	0.056347449
CG8549	0.056358684
CG46306	0.056370468
CG32536	0.056399332
Rab14	0.056454854
CG13364	0.056463254
CG14450	0.05646607
spin	0.056525818
CG1233	0.056567307
PIG-U	0.056591976
Klp64D	0.056604794
crn	0.056644534
robo1	0.05665623
CG14535	0.056794859
Jwa	0.056844446
Ns2	0.056847144
Ssadh	0.056941953
x16	0.057016516
m-cup	0.057166727
RpL9	0.057231501
CG11722	0.057247204
RpL17	0.057305207
CG7920	0.057332107
Cdk2	0.057335485
St1	0.057349688
CG2921	0.057371912
Uev1A	0.057382996
PK2-R2	0.057403435
CG8159	0.057458099
CG17068	0.057493715
fray	0.057509673
CG1513	0.057525189
Rpn8	0.05754545
Rad17	0.057557749
Ost48	0.057636011
CG1532	0.057677319
Sirt2	0.057684464
CG9548	0.0577369
SIDL	0.057796719
Cdk8	0.057818609
CG10133	0.057906315
dlt	0.057920535
CG7110	0.057973787
CG4603	0.05801885
UQCR-11	0.058036761
ND-B14.5A	0.058052199
CG6745	0.058087611
Zmynd10	0.058092292
eEF1delta	0.058111109
CG13067	0.058257876
CG8611	0.058300389
poe	0.058301038
Alr	0.058335883
CG7888	0.058355618
Cul2	0.05841323
oys	0.058456002
Tim9b	0.058610042
CG8892	0.058671112
snf	0.058709655
plx	0.058722007
CG16721	0.058724802
CG14220	0.058731747
CG9636	0.058749792
Hsromega	0.058823703
mRpL15	0.058823921
FK506-bp2	0.058855883
Atg17	0.058869363
CG6753	0.058966192
Fdh	0.058978082
CR44708	0.05919208
CG15618	0.059219707
CR43870	0.059295378
dgt4	0.059358747
VhaPPA1-1	0.059365351
l(2)k09913	0.059421489
bmm	0.059497423
CG43707	0.05953416
CG15399	0.059540912
CG8237	0.0595546
Atf6	0.059555145
Src64B	0.059659067
CG6115	0.059770078
CG5676	0.059837595
CG13004	0.059843857
CG32732	0.059854703
Gbs-70E	0.05985752
Rcd6	0.059897393
CG5071	0.059899416
bma	0.059952036
CG7872	0.059986989
Rbbp5	0.060085845
AGO1	0.060158889
CG11523	0.060186092
snRNP-U1-C	0.060234583
Lrrk	0.060386643
AIMP1	0.06039339
pdgy	0.060475298
RpS21	0.060512072
lqf	0.060596688
mRpS18A	0.060653041
Prosap	0.060681639
CG1806	0.06071925
CG17328	0.060744249
CG9801	0.06074843
CR46004	0.060769979
CG33155	0.06077283
Mgat2	0.060794039
CG4766	0.060828022
CG10166	0.060849564
arx	0.060934701
CG8111	0.060992344
CG18404	0.060996225
Hers	0.061116083
ema	0.061206222
CG9890	0.061214623
Srp14	0.061255935
TBCD	0.061272087
CG11768	0.061375113
l(2)efl	0.061477881
Shaw	0.06153093
mir-9370	0.061558147
mRpL53	0.061576502
CG11583	0.061580896
HIPP1	0.06164206
Grasp65	0.061715256
Oda	0.061731356
CG5323	0.061759302
fliI	0.061925559
CG7470	0.062183531
vih	0.062194619
CG11999	0.062255468
CG1657	0.062325155
CG11771	0.06252319
awd	0.062563108
CG43737	0.06256885
par-1	0.062573451
tnc	0.062639059
esn	0.062685826
Pkn	0.06283238
tadr	0.062835644
sima	0.062837592
CR44471	0.062974905
Ho	0.062989744
l(2)k14710	0.063012976
Arp8	0.063102247
CR44993	0.06310695
DIP-iota	0.063154948
Dscam1	0.063194533
l(2)tid	0.063254932
ast	0.063315018
IleRS-m	0.063317985
gas	0.063420198
CG5521	0.063429375
CG11307	0.063581185
Act57B	0.063650852
Sxl	0.063701601
kuz	0.063710994
Syp	0.063934487
CG10428	0.063975268
sff	0.064050268
CG42817	0.064106059
spt4	0.064237581
fng	0.064311592
Sec61gamma	0.064336966
CG6617	0.064371019
CG3163	0.064410685
MRG15	0.06443933
put	0.064471907
Fem-1	0.064494279
MED10	0.064496979
CG2218	0.064519165
magu	0.064613211
mts	0.064659023
CG4587	0.064897506
Kah	0.064968116
tutl	0.065027093
Dip-B	0.065043523
CG1354	0.065065566
mlt	0.065073897
CG3711	0.065134682
Lgr1	0.065246262
CG45085	0.065272324
CG8026	0.065272324
CG17806	0.065286199
CG7810	0.065333902
CG14767	0.06539254
CG2736	0.065394235
CG6287	0.065659496
CG10948	0.06576143
galectin	0.065932874
Pect	0.065983375
Rpb12	0.066058356
Socs16D	0.066132145
Tsp39D	0.066209717
CG14806	0.066370129
Uhg3	0.066467572
RhoGAP93B	0.06647341
casp	0.066497596
CG1882	0.066694991
Rbp1-like	0.066739451
CG1291	0.066749916
Arfrp1	0.066761631
Vps33B	0.066812901
CR45160	0.066946791
CG7837	0.066955685
CG1316	0.067053213
Alp4	0.067109686
NC2alpha	0.06715682
mRpL13	0.06718704
CG10413	0.067210636
GCC185	0.067372289
Neb-cGP	0.067431028
Snx3	0.067510882
ND-B17	0.067532128
Spt5	0.067643837
Tab2	0.067725637
CG9132	0.067753899
CG42308	0.067794292
CG32243	0.067798711
PCB	0.067874542
CG1315	0.067877078
CG6330	0.067879355
Ubc2	0.067899684
CG13698	0.067922723
Prosbeta5	0.067948743
mbm	0.06810328
fz2	0.068131042
S6KL	0.068188941
Vps11	0.068295987
CG11590	0.06833339
CG5567	0.068380262
eys	0.068441231
CG4676	0.068531953
CG6607	0.068657273
dgt1	0.068670046
CG3570	0.068830452
CG14933	0.068865383
CG42486	0.068896142
GstS1	0.068900891
maf-S	0.069129099
CG9249	0.06919505
metl	0.069210782
CG7220	0.069272088
CG1024	0.069376569
ATPsynF	0.069392081
CG12768	0.069394381
CG10053	0.06941956
baz	0.069581896
CG9723	0.069622606
CG17928	0.069680459
MsR2	0.069806792
levy	0.069820487
GXIVsPLA2	0.069839044
RpS5a	0.069854612
CG14864	0.069866142
MBD-like	0.069868507
Non2	0.070014656
mor	0.070053252
e(r)	0.070111374
CG14130	0.070229374
flr	0.070393033
CG45676	0.070400556
elm	0.070456251
RpL30	0.070529371
Amun	0.070585608
Poxn	0.070606782
Itp-r83A	0.070679701
RpS18	0.070745045
CG7600	0.070796057
CG6044	0.07084053
CG10165	0.070860765
Pde11	0.070876112
Cam	0.070940589
CG14082	0.070941751
CG1902	0.071030655
mRpL39	0.07105931
CG17271	0.071142507
Fer2LCH	0.071347787
CG17386	0.071349579
MBD-R2	0.07136759
Rpn2	0.071377913
CG45218	0.07141313
Sirup	0.071491579
CG17996	0.071501016
CG16791	0.071645175
Chd64	0.07165579
CG10205	0.071727109
smal	0.071749806
Uvrag	0.071808655
wal	0.071971908
CG34309	0.071986843
CG12393	0.072088037
RpS29	0.072129638
Nprl2	0.072161383
CG32590	0.072227751
CG7692	0.072233041
wry	0.072253567
CG12107	0.07226904
Mcm3	0.072294393
Xpc	0.07230905
Pmi	0.072311787
CG5379	0.072510729
CG13436	0.072518341
PGRP-LD	0.072545136
Adk1	0.072563535
dao	0.072724284
CG32278	0.072751356
CG11127	0.072826719
CG1402	0.072892215
CG11168	0.072938252
boca	0.073125934
Ady43A	0.073129558
CG32333	0.073360437
Sdr	0.073464706
CR45520	0.07348898
DNApol-gamma35	0.073536875
Surf1	0.073572263
jeb	0.073580699
CG7744	0.073663014
Scsalpha	0.073666638
mthl2	0.073756474
CG7182	0.07377958
CG32441	0.07410798
whd	0.074110149
CG5910	0.074132204
wuho	0.074276095
RpS20	0.074375745
CG31051	0.074378274
Ef1gamma	0.074406
CG12016	0.074467554
CG42456	0.074467554
morgue	0.074511782
bai	0.074549816
Fur1	0.074609759
SelD	0.074695635
mir-1001	0.074711847
CG6028	0.074798737
CG2003	0.074911198
CG6345	0.074920725
nmd	0.074931269
A16	0.07496279
CG8038	0.075047273
su(sable)	0.07506215
Ac13E	0.075157294
La	0.07529052
atl	0.075377449
JhI-26	0.075403905
LPCAT	0.075501593
mRpL45	0.075509158
CG42404	0.075529756
MED6	0.075600225
CG18249	0.075642955
AP-1sigma	0.075662522
Fibp	0.075837541
RpL34b	0.075843221
Hem	0.075913047
CG7222	0.075929668
beag	0.075993704
Ef1beta	0.075997815
wda	0.076032956
tweek	0.076036534
Sfmbt	0.076116114
CG31174	0.076176952
deltaCOP	0.076190008
EfSec	0.07622219
CG4853	0.076244712
Tnks	0.076278529
CG40045	0.076323868
CG8788	0.076352983
CG44286	0.076352983
CG32085	0.076378486
CG9650	0.076475102
aPKC	0.076498907
CG5554	0.076561586
alrm	0.076587217
CG14818	0.076707613
Pol32	0.077034378
His4r	0.077049839
Kdm4A	0.077109821
CG34179	0.077200503
Axn	0.077243435
Uhg4	0.077247598
Tl	0.07733722
ncm	0.077374774
CG1231	0.077405192
Nhe1	0.077411939
MetRS	0.077417545
CG5958	0.077502924
U2af50	0.077737317
Zip102B	0.077792781
crol	0.077856484
Rlb1	0.078127392
Picot	0.078157012
CG31974	0.078165052
qtc	0.078260153
CG5013	0.078366168
CCKLR-17D3	0.078594741
ckn	0.078632415
CG10470	0.078682115
EMC1	0.078694586
CG11790	0.078701615
FucT6	0.078705163
alc	0.078722467
RpL13A	0.078762772
CG12024	0.078768301
CRAT	0.078827061
CG15201	0.078838713
CG9067	0.078929829
CG5569	0.07910658
CG15546	0.079236407
Cdc7	0.079245978
raptor	0.079255137
CG6218	0.079263993
CG1137	0.079282805
Pfdn6	0.079363649
SdhD	0.079403945
eIF-2gamma	0.079407605
qua	0.079443659
CG9267	0.079485413
CG34116	0.07952422
Bruce	0.079737407
CG42307	0.079786903
agt	0.079908987
mei-38	0.08000505
CG10778	0.080320963
crb	0.080321435
Patr-1	0.080512454
cm	0.080531657
CG7215	0.080547082
CG6908	0.080623119
Trf4-1	0.080626865
scb	0.080655857
AstCC	0.080690652
Pp2A-29B	0.08071789
CG9921	0.080826965
CG5346	0.080877084
CG42375	0.080979537
scaf6	0.081004878
Arf102F	0.08100927
mura	0.081029522
Sec13	0.081036954
Sos	0.081138847
Hrs	0.081198544
mus312	0.081218908
PHGPx	0.08124491
Apoltp	0.081261299
CG7149	0.081311246
SLIRP1	0.081382123
CG9536	0.081454415
ND-MLRQ	0.081532373
CG32039	0.081572514
CG3397	0.081612387
CG8520	0.081661819
CG17982	0.081738053
CG10131	0.081804299
CG17343	0.081843449
betaCOP	0.081918315
CG6230	0.081947877
CG12224	0.081962712
CG5604	0.082076391
CG42324	0.082081117
CG9669	0.082339557
CR45180	0.082373198
Ppn	0.08238152
Cyp6d5	0.082434554
BuGZ	0.082509281
Piezo	0.082527517
ND-24	0.082557894
CG2211	0.08256142
Mtpalpha	0.082627204
CG33270	0.082636639
rdx	0.08271061
Mapmodulin	0.082952858
Cap-D3	0.0831426
CG4552	0.083170989
CG9171	0.083215181
prod	0.083597311
Flo1	0.083661382
Hs3st-B	0.08367194
EMC8-9	0.083731874
prim	0.083754956
eca	0.083790365
CG2199	0.08391689
tsh	0.08398159
mRpL18	0.083986149
PGRP-LE	0.083997479
CG2076	0.084020153
CG33672	0.084062875
CG6937	0.084093886
CG32581	0.084348649
CG2846	0.08437993
Damm	0.084383248
CG8712	0.084460125
Gas8	0.084496901
CG31849	0.084542487
CG4447	0.084599918
CG2247	0.084672051
CR45962	0.084702832
Orc4	0.08481526
Incenp	0.084927233
Trp1	0.084941277
CG6834	0.084968463
CG46280	0.085032142
CG4393	0.08508134
tko	0.085088553
Rpi	0.085099789
cerv	0.085289694
CG5872	0.085320931
CG3277	0.085511327
CG43739	0.085580459
snRNA:U1:95Cb	0.085686179
CG12118	0.085720611
mRpL24	0.085922741
CG4957	0.086017307
cpa	0.086131451
CG8005	0.086190022
CG9426	0.086201008
CG33108	0.086362038
THG	0.086486412
beta4GalNAcTA	0.086539694
CG9240	0.086550643
cv	0.086584257
CG11723	0.086721856
CG32113	0.086812617
CG31715	0.08682279
TAF1B	0.08693788
CG11103	0.086942957
CG10208	0.086947081
EloC	0.086966662
zld	0.086998202
Hop	0.087077337
GstE3	0.087262315
ZC3H3	0.087264909
CG10681	0.087309704
CalpB	0.087413344
bor	0.087436049
CG6661	0.087446073
Tbc1d15-17	0.087454691
srp	0.087551992
Mms19	0.087626418
slv	0.087687257
CG9586	0.087829012
disp	0.087893497
mus81	0.08792286
NUCB1	0.087998123
AdenoK	0.088077753
RabX4	0.088083872
CG9855	0.088367015
CG14688	0.088456452
Nplp3	0.08848558
CG3760	0.088492257
CG17985	0.088582764
DhpD	0.088759393
CG4598	0.088763105
Updo	0.088845949
140up	0.088946729
CG33777	0.088999546
l(1)G0320	0.089002116
l(1)G0156	0.089090415
mRpL16	0.089150093
ninaD	0.089152477
Tim17b	0.089180972
CG31809	0.089248097
TER94	0.089443868
CG7530	0.089461946
Cyp4p1	0.089468897
Bin1	0.089598054
Lamp1	0.089651084
CG9850	0.089795164
GABPI	0.089817754
CG33213	0.089835675
CG14906	0.089866005
CG15814	0.089894079
CG33978	0.08994909
RpS28b	0.090013195
RpS3	0.090036544
Ufd1-like	0.090109087
CG6999	0.090147583
CG18549	0.090189436
CR45164	0.090196558
RpS23	0.090354983
CG44437	0.090384608
CG1371	0.090385247
CG33110	0.090427806
CG1582	0.09061111
SP555	0.090674462
CG33947	0.090733462
CG13623	0.090777789
Pvr	0.090796695
CG14687	0.09091541
p38a	0.090916288
CG12404	0.091044262
CG17119	0.091048982
CG5522	0.091095351
CaMKI	0.09123449
Sgf11	0.091252763
Inos	0.091317915
mRpS31	0.091325896
Arl4	0.091345762
CG13919	0.091471625
CG15506	0.091528976
ND-B12	0.091530346
ND-18	0.091560106
smt3	0.091600118
CG6726	0.091603333
CG17110	0.091603333
CG11294	0.091730248
CG5880	0.09181869
CG13601	0.091913276
CG10802	0.091930854
CG12236	0.09206607
CG8243	0.092077024
CG6950	0.092195463
CG1943	0.092239985
Pur-alpha	0.092255607
dgo	0.09227153
Ns4	0.092406808
yem	0.092604207
CG32221	0.092774187
CG14312	0.09281552
PIG-V	0.092827317
slpr	0.092969721
Fsn	0.093030802
CG12159	0.093074201
CG6179	0.093180695
Vps13B	0.093341802
Rab10	0.093372951
Ufc1	0.093399603
CG34228	0.093556274
Stat92E	0.093772405
CG4332	0.093817605
CG14512	0.093877954
CG9213	0.093981061
CR30055	0.094171782
Prip	0.094250867
CG10623	0.094261601
Orc2	0.094294201
unc-4	0.094325899
Ets98B	0.094348613
Est-Q	0.094371797
CG15080	0.094374659
CR43476	0.094458094
PGRP-LB	0.094581485
CR44429	0.094628649
Synd	0.09473193
CG14641	0.094741872
Pcd	0.094857801
pck	0.094908932
CR45350	0.094981811
Rab11	0.094990279
RNASEK	0.095010961
CG33298	0.09502059
CG10562	0.095090829
CG3829	0.095114052
CG13794	0.095195749
CG34408	0.095208143
FeCH	0.095493978
dib	0.095535052
eIF4AIII	0.095545345
Cbp20	0.095599932
Poc1	0.095714562
sel	0.095878827
CG12470	0.095887463
Mcr	0.09590311
MSBP	0.095963553
bbx	0.096206674
Vang	0.096455369
NitFhit	0.096519985
CG12880	0.096571849
rib	0.096619849
l(1)G0045	0.096634617
RpL35	0.096767887
Vps51	0.096808794
laza	0.096818692
Camta	0.096836004
Gos28	0.096857297
SamDC	0.096862982
REPTOR-BP	0.096938166
CG13123	0.096976435
Prosalpha4	0.097325708
CG9286	0.09735171
CG3652	0.097381637
Edc3	0.097405659
CG31125	0.097418938
Rab18	0.097428752
Atg101	0.097450196
Rab7	0.097520002
CG10184	0.097526376
Pal1	0.097557523
Dpit47	0.09758596
CG32706	0.097593931
CG6084	0.097691291
Arc42	0.09773515
CG14022	0.097765953
CR44978	0.097805528
CG1622	0.097893297
CR44816	0.098022539
godzilla	0.098134913
ens	0.098357855
CG17528	0.09843266
ND-39	0.098563006
CG13284	0.098646799
Irk1	0.098667153
nbs	0.098684159
POSH	0.098725591
be	0.098967463
CG2918	0.099126068
CG7988	0.099288506
Trpgamma	0.099335936
FoxP	0.099518594
mRpL1	0.099701344
spidey	0.099716969
14-3-3zeta	0.099840714
Coop	0.099843934
Rx	0.099988021
CG7943	0.100001316
Pp4-19C	0.100066993
Ripalpha	0.100102216
sau	0.100110875
CG42269	0.100187029
Trl	0.100248591
CLIP-190	0.100267907
CG7607	0.100330753
CR45939	0.100406907
eas	0.100427109
CG10492	0.100472948
CG11982	0.100489106
Efa6	0.100509728
TRAM	0.10055477
DJ-1alpha	0.100586829
Gpdh	0.100612697
Nprl3	0.100661193
l(1)G0007	0.10068076
RpL36	0.100724824
CG12817	0.100832717
Nup133	0.100887633
CG8001	0.101026675
CG10433	0.101048024
CG12182	0.101075042
CR43493	0.101122593
rudhira	0.101153381
Atg4a	0.101259061
CG13933	0.101283621
Nha2	0.101448016
CG15629	0.101527354
CG6425	0.101531442
snz	0.101880677
CG34293	0.101933053
CG13578	0.101963625
Ccm3	0.101992627
EloB	0.102002678
CG4646	0.102050582
Cdk9	0.102074584
Surf4	0.102104659
Cpsf160	0.102157714
CG12942	0.102379874
CG43783	0.102382467
CG5867	0.102398537
Octbeta1R	0.102542811
CG42518	0.102629848
MED9	0.102629848
CG2182	0.102728501
CG14196	0.102817696
CR43838	0.102912117
conu	0.103063563
ave	0.103067512
CG11679	0.103143257
CG8586	0.1031448
CG31229	0.103152116
angel	0.103175856
CG1545	0.103297068
Mtap	0.103299837
RpS27A	0.103419753
tsl	0.103476057
CG6767	0.103512926
Pitslre	0.103603408
Cpr	0.103673796
ush	0.103759394
CG10347	0.103770656
ND1	0.103829645
mask	0.103843684
CG9853	0.103903418
Mst87F	0.103904355
SNRPG	0.103911247
RhoGAP18B	0.103945217
CG32856	0.103962367
CG6565	0.104028133
waw	0.104042018
Raf	0.10413449
CG12608	0.10424208
danr	0.104252982
CG10702	0.104304142
RpS13	0.10446459
Nph	0.104569922
Srp54k	0.104594814
C1GalTA	0.104663128
CG13055	0.104700738
CG17078	0.10486095
TM9SF2	0.104935895
pes	0.104953094
SdhC	0.105002776
CG4729	0.105019764
CG8974	0.105127221
gny	0.105214422
CG16787	0.105220755
l(1)G0289	0.105273867
Rcd-1	0.105286865
CG9305	0.10530147
CG8206	0.105310755
ND-B15	0.105378816
CG3919	0.105446968
vimar	0.105460927
CG4074	0.105601114
CG31875	0.105626735
PCID2	0.105635469
GstD11	0.105676991
Ttd14	0.105719976
CG7889	0.105860953
CG12158	0.105955652
mRpL42	0.106061593
Mipp2	0.106123386
sll	0.106283855
CG4949	0.106442911
RpL27A	0.106458566
l(3)psg2	0.106511874
CCAP	0.106613725
CG11737	0.106646598
Gpi1	0.106800538
lute	0.106876428
Gas41	0.107009706
CG4658	0.107132104
CG5339	0.107163475
Ugt36Bc	0.107258629
Rab39	0.10728516
Adgf-D	0.107286561
Pdk	0.107496671
RpL18A	0.107588106
CG15715	0.107598963
HSPC300	0.107605085
Adf1	0.10760898
qless	0.10761781
Pka-C3	0.107642739
CG13856	0.107701109
Csp	0.107735058
Pgam5	0.107735193
CG43324	0.107743236
CG18508	0.107822428
CG33056	0.107872671
dpr21	0.107875062
Mvl	0.107891181
ND-MWFE	0.107913375
CG1889	0.107919185
Rab32	0.107952164
larp	0.108170395
RpLP0-like	0.108215751
CG31538	0.108309656
Cpsf73	0.108323494
TFAM	0.108325988
mre11	0.108390936
Ciao1	0.108418932
H	0.108474745
CG32579	0.108573308
CG18213	0.108640817
CG17778	0.108652654
Ankle2	0.108787016
Aven	0.108795958
CG30463	0.10882411
CG10425	0.108886626
CG11208	0.108910132
CR44030	0.109001907
CG3164	0.109023377
CG10340	0.109041311
CG4374	0.109088933
path	0.109173432
CG2004	0.109192415
CG6325	0.109243439
stum	0.10927929
CG14135	0.109324934
CysRS	0.109337917
cnk	0.109599993
rdgBbeta	0.109640099
InR	0.109893177
Prp18	0.109922015
CG10326	0.110006618
CG15387	0.110060597
CG2604	0.110120042
Spindly	0.110214054
CG9065	0.110250001
VhaM9.7-c	0.110459551
CG8735	0.110511036
CG12075	0.110515653
Mkrn1	0.110617866
dnt	0.110669893
CG34134	0.11069046
CG3704	0.110697064
CG6550	0.110764942
CG1074	0.110852182
CG1632	0.110895268
galla-2	0.11090911
Nmt	0.110926222
BOD1	0.110941369
CG5694	0.110952266
CG3209	0.110992786
mRpL50	0.111019089
UGP	0.111056575
tra	0.111105287
CG12155	0.111135169
DCP2	0.11121706
slmo	0.111258759
syd	0.111300955
CG3847	0.11130362
Syx8	0.111350654
cl	0.11143445
CR44285	0.111523666
Snap29	0.11155907
CG5079	0.111588645
ClC-c	0.111598977
Marf	0.111653845
aru	0.11180439
MESR6	0.112076705
PCNA	0.11211495
Neos	0.112115765
Liprin-beta	0.112123622
CG6163	0.112160238
Fie	0.112215068
CG31102	0.112365522
CG43163	0.112435606
CG31108	0.112552501
drosha	0.112827143
CG30120	0.112865085
Mau2	0.113029977
CG10628	0.113046886
CG10254	0.113177289
mRpL23	0.113302561
CR44281	0.113381561
VhaAC45	0.113424747
CG14817	0.113443593
wds	0.113530392
CG10214	0.113792451
y	0.113880859
CG43175	0.113883621
CG11137	0.113896665
CG30349	0.113983807
CG44014	0.114031192
CG16890	0.114042483
CG15203	0.114046077
CG10898	0.114050377
Prp31	0.114122852
CG4825	0.114124251
klu	0.114168603
CR44018	0.114251113
Vha36-1	0.114321634
CG5214	0.114391174
VhaM9.7-a	0.114393825
CG31817	0.114458892
CG13607	0.114460969
CG9510	0.114553953
Bub1	0.114563718
lbk	0.11464913
ric8a	0.114653217
Fpps	0.114750389
Ance-2	0.114918738
CG31717	0.114933815
CG11414	0.115003885
CG4734	0.11501527
Ssl2	0.115087929
ppl	0.115130449
CG42498	0.115269175
CG11699	0.115373261
CG13458	0.115421893
CG5254	0.11547013
Dcr-2	0.115556073
Mekk1	0.115569594
CG32485	0.115575086
CG12428	0.115635908
tinc	0.115660574
Su(z)12	0.115676119
CG5445	0.115703716
CG31098	0.115757715
RpL10Ab	0.115772433
CG14104	0.115857541
CG9628	0.115953243
Caf1-180	0.116004675
CG42354	0.116200833
CG5287	0.116272097
1-Sep	0.116371048
Inx2	0.116381871
Cpr92A	0.116391153
lbm	0.116417144
IleRS	0.116542947
drd	0.116556472
CG34394	0.116642803
CG10949	0.116698985
